CoDIGO PERSONA;EMPRESA;EDAD;SEXO;SEGMENTO;SEGMENTO_PERSONAL;NACIONAL/ EXTRANJERO;AGRUPADOR;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6541604;Rimac Seguros y Reasegrs;29;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6523847;Rimac S.A. EPS;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6503924;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6536017;Rimac Seguros y Reasegrs;35;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6539177;Rimac Seguros y Reasegrs;37;Masculino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6540921;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;FALTO
6538877;Rimac S.A. EPS;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6539741;Rimac Seguros y Reasegrs;31;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6541564;Rimac Seguros y Reasegrs;29;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6532639;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6525018;Rimac Seguros y Reasegrs;29;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;4;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6502304;Rimac Seguros y Reasegrs;33;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6500842;Rimac Seguros y Reasegrs;34;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6531681;Rimac Seguros y Reasegrs;34;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6532420;Rimac Seguros y Reasegrs;28;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6529516;Rimac Seguros y Reasegrs;34;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6538915;Rimac Seguros y Reasegrs;30;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6519563;Rimac Seguros y Reasegrs;44;Femenino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6536818;Rimac Seguros y Reasegrs;35;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6500808;Rimac Seguros y Reasegrs;35;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;NEGOCIO;PRESENCIAL;83;CORPORACION BRECA S.A.C;ASISTIO
6502632;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;4;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6523592;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6533955;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6507876;Rimac Seguros y Reasegrs;41;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6504757;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500636;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6533930;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6539492;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6539734;Rimac Seguros y Reasegrs;30;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6539751;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6526131;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6505032;Rimac S.A. EPS;46;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501015;Rimac Seguros y Reasegrs;36;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6537077;Rimac Seguros y Reasegrs;32;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500955;Rimac Seguros y Reasegrs;37;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6502149;Rimac Seguros y Reasegrs;42;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6536857;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6504849;Rimac S.A. EPS;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6504691;Rimac S.A. EPS;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501833;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6501047;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6511280;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6533927;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6538894;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6536852;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6538383;Rimac Seguros y Reasegrs;33;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6538378;Rimac S.A. EPS;41;Femenino;Secretaria;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6532663;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6522956;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6502524;Rimac Seguros y Reasegrs;33;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6525917;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6532234;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500654;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500654;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6539482;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6526130;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6500894;Rimac Seguros y Reasegrs;53;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6522657;Rimac S.A. EPS;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6503183;Rimac Seguros y Reasegrs;57;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500301;Rimac Seguros y Reasegrs;46;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6508822;Rimac Seguros y Reasegrs;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6531219;Rimac S.A. EPS;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6504941;Rimac S.A. EPS;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6536016;Rimac Seguros y Reasegrs;33;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6529550;Rimac S.A. EPS;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6504678;Rimac S.A. EPS;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6504491;Rimac S.A. EPS;39;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6533922;Rimac Seguros y Reasegrs;33;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6537858;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6501795;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500366;Rimac Seguros y Reasegrs;51;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6513732;Rimac S.A. EPS;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6504974;Rimac S.A. EPS;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6540488;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501167;Rimac Seguros y Reasegrs;46;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6515740;Rimac Seguros y Reasegrs;41;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6504266;Rimac Seguros y Reasegrs;32;Femenino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6522207;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6521266;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6537851;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6526949;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6541438;Rimac S.A. EPS;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6533353;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6538352;Rimac Seguros y Reasegrs;22;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6500015;Rimac Seguros y Reasegrs;59;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501799;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6510220;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6526144;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6528282;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6506522;Rimac S.A. EPS;44;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6505489;Rimac Seguros y Reasegrs;41;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501555;Rimac Seguros y Reasegrs;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6502521;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6523581;Rimac Seguros y Reasegrs;39;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6502757;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6540709;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6531681;Rimac Seguros y Reasegrs;34;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6538399;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6537983;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6539803;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6500136;Rimac Seguros y Reasegrs;56;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6539474;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6541439;Rimac S.A. EPS;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6537822;Rimac S.A. EPS;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6514898;Rimac S.A. EPS;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6541437;Rimac S.A. EPS;44;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6500704;Rimac Seguros y Reasegrs;46;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501230;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6502920;Rimac Seguros y Reasegrs;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6537856;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6539443;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6504881;Rimac S.A. EPS;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6521229;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6520577;Rimac Seguros y Reasegrs;32;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500392;Rimac Seguros y Reasegrs;45;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6502754;Rimac Seguros y Reasegrs;31;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6505464;Rimac S.A. EPS;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6500892;Rimac Seguros y Reasegrs;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6541048;Rimac Seguros y Reasegrs;37;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6539204;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6500970;Rimac Seguros y Reasegrs;43;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6525231;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6536830;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTO
6506526;Rimac S.A. EPS;47;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6541436;Rimac S.A. EPS;55;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6528629;Rimac Seguros y Reasegrs;45;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;1;4;1;0;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIO
6501047;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;4;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;ASISTIO
6523581;Rimac Seguros y Reasegrs;39;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;4;1;0;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;FALTO
6524427;Rimac Seguros y Reasegrs;31;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;FALTO
6507311;Rimac Seguros y Reasegrs;36;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;FALTO
6529550;Rimac S.A. EPS;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;FALTO
6504849;Rimac S.A. EPS;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;4;1;0;AGILE;PRESENCIAL;0;Christy Jurado y Miguel Guzman;FALTO
